STOPID,PREVSTOPID,TIMESTAMP,T_HOUR,TIMETAKEN
1282,1284,1449901865177,12,70000
29684,37643,1449901870179,12,65000
2636,905,1449901890171,12,50000
BP5294,BP3504,1449895430171,10,6510004
8578,8560,1449901885176,12,55001
2632,2636,1449901870177,12,70000
29735,BP2167,1449901820172,12,125001
2952,7725,1449901920174,12,25000
4876,14511,1449901835178,12,110001
1054,37229,1449901865176,12,85000
8420,1473,1449901910178,12,40000
14581,1739,1449901910170,12,55000
BP882,BP5294,1449901860177,12,110001
35030,BP882,1449901970178,12,0
14535,BP1379,1449901790165,11,185010
1275,1277,1449901890169,12,90000
14581,4876,1449901945179,12,34999
14920,2632,1449901940177,12,45000
331,1282,1449901935177,12,50000
320,782,1449901920179,12,65000
2632,2636,1449901940171,12,50000
33683,8559,1449901700165,11,290010
BP3460,37219,1449901930171,12,65000
1156,8556,1449901845174,12,150000
2019,8420,1449901950178,12,45000
8556,8559,1449901830169,12,170000
R0085,1054,1449901950176,12,50000
35484,8578,1449901940177,12,59999
900,2059,1449901890171,12,115000
14456,29735,1449901945173,12,64999
3013,14535,1449901975175,12,40000
8571,2019,1449901995178,12,20000
33549,1275,1449901980169,12,40000
BP5972,BP3912,1449901745159,11,275010
BP5244,33683,1449901990175,12,30000
33320,BP5972,1449902020169,12,15000
4876,14581,1449901965170,12,75000
33683,8559,1449901845177,12,195001
FC41,BP3460,1449901995171,12,50000
1739,14581,1449901980178,12,65000
BP5283,14456,1449902010172,12,40000
947,2952,1449901945174,12,104999
793,14920,1449901985177,12,65000
165,35030,1449901970178,12,79999
166,29684,1449901935179,12,115000
25096,900,1449902005171,12,50000
14535,14528,1449901860173,12,195000
14530,3013,1449902015175,12,50000
BP5998,35484,1449902000176,12,65000
33431,BP5998,1449902065176,12,0
29981,2067,1449901905174,12,164999
324,331,1449901985177,12,85000
33321,33320,1449902035169,12,40000
BP5244,33683,1449902040178,12,34999
BP5283,R0085,1449902000176,12,80000
BP5294,165,1449901930170,12,155000
BP3442,8556,1449902000169,12,90000
2019,1156,1449901995174,12,95001
BP5244,2043,1449901905176,12,190000
913,320,1449901985179,12,110000
14515,4876,1449902040170,12,65000
25096,29981,1449902070173,12,35001
BP2028,166,1449902050179,12,55000
29674,33549,1449902020169,12,90000
33322,33321,1449902075169,12,40000
R0325,1739,1449902045178,12,70001
14528,14530,1449902065175,12,55001
791,793,1449902050177,12,70000
905,913,1449902095179,12,35000
982,BP5294,1449902085170,12,50000
8420,2019,1449902090175,12,45000
BP3442,8571,1449902015178,12,125000
1156,BP3442,1449902090169,12,54990
900,25096,1449902105174,12,39990
14456,BP5283,1449902080176,12,64991
976,165,1449902050177,12,94991
BP5172,BP5283,1449902050172,12,99991
BP5408,33431,1449902065176,12,84991
1736,947,1449902050173,12,104991
33260,324,1449902070177,12,84991
33325,33322,1449902115169,12,44991
R0085,BP5172,1449902150163,12,10000
2050,1736,1449902155164,12,15000
36602,791,1449902120177,12,49990
2636,905,1449902130179,12,39990
1011,BP4272,1449897175170,10,4999989
4643,14528,1449902120176,12,54990
14511,14515,1449902105170,12,74990
1473,8420,1449902135175,12,44990
14523,R0325,1449902115179,12,64990
33683,BP5244,1449902095176,12,89991
2067,25096,1449902055171,12,134990
BP1379,14535,1449902055173,12,134990
660,BP2028,1449902105179,12,84990
BP2167,29674,1449902110169,12,84990
943,R0330,1449893240176,9,8964990
33924,976,1449902145168,12,65000
2269,1011,1449902175159,12,40000
8571,1156,1449902145159,12,75000
1473,982,1449902135170,12,89990
805,BP5294,1449901940175,12,284990
4897,2067,1449902190161,12,40000
2046,BP5408,1449902150167,12,85000
4643,14523,1449902180169,12,55000
14523,4643,1449902175166,12,64999
297,36602,1449902170167,12,70000
8556,BP3442,1449902140178,12,99991
BP3203,2269,1449902215159,12,30010
8019,4897,1449901920172,12,325000
2059,900,1449902145164,12,100010
8348,660,1449902190169,12,60010
2632,2636,1449902170169,12,85010
9989,805,1449902225165,12,35010
2043,BP5244,1449902075177,12,185001
2271,BP3203,1449902245169,12,20000
BP5486,14456,1449902145167,12,125010
33291,33260,1449902155168,12,115010
33924,BP4269,1449901645170,11,630001
36602,2632,1449901990171,12,285000
29844,BP5486,1449902270177,12,5000
2045,2043,1449902260178,12,15000
7824,R0085,1449902160163,12,120010
37219,BP1379,1449902190163,12,95010
14528,4643,1449902235169,12,50010
4714,33325,1449902160160,12,130010
BP3536,7824,1449902280173,12,15000
2019,8571,1449902220159,12,80010
4826,2059,1449902245174,12,55000
1045,297,1449902240167,12,60011
943,2050,1449902170164,12,135010
29735,BP2167,1449902195159,12,115010
4896,14511,1449902180160,12,130010
BP5294,1473,1449902180165,12,130010
BP5529,2271,1449902265169,12,50000
943,BP5244,1449902020175,12,300001
14920,2632,1449902255179,12,65001
1277,33291,1449902270178,12,60000
8420,2019,1449902300169,12,35000
R0325,14523,1449902240165,12,95011
14530,14528,1449902285179,12,50000
8571,1473,1449902225160,12,115010
1802,1045,1449902300178,12,40000
27945,34,1449901625171,11,720001
R0330,943,1449902320176,12,25000
297,36602,1449902275171,12,75000
1275,1277,1449902330178,12,25000
14456,29735,1449902310169,12,55000
4896,8019,1449902245172,12,120000
BP5485,29844,1449902275177,12,90000
R0330,2045,1449902275178,12,90000
2045,943,1449902305174,12,65000
8559,8556,1449902240169,12,130010
1473,8420,1449902335169,12,40000
143,BP3536,1449902295173,12,80000
1739,R0325,1449902335176,12,40002
1045,297,1449902350171,12,30000
BP2895,4826,1449902300174,12,85000
944,2046,1449902235167,12,155010
371,4896,1449902310170,12,85000
BP4921,BP5529,1449902315169,12,85000
1284,4714,1449902290170,12,110000
1156,8571,1449902340170,12,60000
3013,14530,1449902335179,12,65000
FC41,37219,1449902285173,12,120001
616,1802,1449902340178,12,65000
2043,2045,1449902370174,12,40000
945,R0330,1449902345176,12,65001
BP5283,14456,1449902365169,12,55000
1057,1473,1449902375169,12,50000
945,R0330,1449902365178,12,60000
14535,3013,1449902400179,12,25000
14639,8348,1449902250179,12,175000
1282,1284,1449902400170,12,30000
1578,4896,1449902365172,12,65001
33924,BP4269,1449901545173,11,885001
33549,1275,1449902355178,12,75000
BP4269,33924,1449902210168,12,220010
165,33924,1449902275171,12,165000
14581,1739,1449902375178,12,64998
2050,945,1449902410177,12,34999
1802,1045,1449902380171,12,70003
2622,616,1449902405178,12,45002
308,BP4921,1449902400169,12,55000
7824,143,1449901035172,11,1420000
BP3442,1156,1449902400170,12,60000
988,27945,1449902345172,12,115000
2952,BP2895,1449902385174,12,75000
35030,BP5294,1449902310175,12,150001
166,165,1449902440171,12,25000
BP882,35030,1449902460176,12,5000
331,1282,1449902430170,12,40000
8559,33683,1449902185167,12,290010
2050,945,1449902425178,12,55000
2051,944,1449902390177,12,95000
616,1802,1449902450174,12,39997
BP5294,1057,1449902425169,12,75000
8019,4897,1449902230161,12,270010
976,33924,1449902430174,12,69999
BP882,166,1449902465171,12,45000
35030,BP882,1449902510171,12,0
4876,14581,1449902440176,12,69999
947,2952,1449902460174,12,60000
29674,33549,1449902430178,12,89999
BP1379,14535,1449902425179,12,94999
BP5484,308,1449902455169,12,70000
1735,2051,1449902485177,12,40000
BP5172,BP5283,1449902420169,12,110000
34182,14639,1449902425179,12,110000
1736,2050,1449902445176,12,95000
1736,2050,1449902480178,12,65000
BP5244,2043,1449902410174,12,140000
33683,BP5244,1449902550174,12,0
8590,8559,1449902475177,12,74999
165,976,1449902500173,12,55000
14515,1578,1449902430173,12,129989
1115,BP5484,1449902525169,12,39990
R0085,BP5172,1449902530169,12,45001
166,165,1449902555173,12,20000
8556,BP3442,1449902460170,12,119990
14515,4876,1449902510175,12,69991
4828,1735,1449902525177,12,54990
2622,616,1449902490171,12,94990
37317,7824,1449902455172,12,134990
324,331,1449902470170,12,124990
4876,14515,1449902560162,12,40000
BP2167,29674,1449902520177,12,79991
1736,947,1449902520174,12,99990
29676,BP2167,1449902600168,12,20000
782,1115,1449902565159,12,60000
7824,R0085,1449902575170,12,49990
4896,8019,1449902500171,12,124990
BP882,166,1449902575173,12,49990
35030,BP882,1449902625163,12,0
947,1736,1449902540176,12,84990
8556,8590,1449902550176,12,74991
976,BP882,1449902465176,12,174989
14682,2622,1449902450180,12,189987
330,34182,1449902535179,12,104990
8590,8556,1449902580160,12,70000
29981,371,1449902395170,12,259991
BP5294,35030,1449902510171,12,144990
7724,4828,1449902580167,12,75000
33260,324,1449902595160,12,65000
80011,330,1449902640169,12,20000
R0078,2622,1449902585161,12,80000
1578,14515,1449902580166,12,84999
33683,8559,1449902370179,12,294989
1578,4896,1449902625161,12,45000
BP3536,7824,1449902625160,12,50000
7725,1736,1449902545178,12,129990
BP5244,33683,1449902665168,12,10000
945,1736,1449902620164,12,65010
2952,947,1449902625166,12,60010
29735,29676,1449902620168,12,65009
BP3442,8556,1449902625167,12,65010
14682,R0078,1449902665161,12,30010
1739,4876,1449902600162,12,95010
25096,29981,1449902655161,12,45010
33924,976,1449902640165,12,60010
BP5485,14682,1449902640167,12,60010
BP3460,BP1379,1449902520178,12,180001
1283,80011,1449902660169,12,40010
982,BP5294,1449902655161,12,50010
901,902,1449900485173,11,2220000
7725,2952,1449902685176,12,30000
4825,7724,1449902655167,12,60010
320,782,1449902625159,12,95010
8559,8590,1449902650160,12,70010
20674,4825,1449902715177,12,10000
1692,1283,1449902700179,12,25000
2058,901,1449902705173,12,25000
143,BP3536,1449902675160,12,65010
BP2895,7725,1449902675168,12,65010
2269,29245,1449902690171,12,55000
R0330,945,1449902685174,12,60000
1285,1692,1449902725179,12,25000
900,25096,1449902700171,12,55000
FC41,BP3460,1449902700179,12,55000
943,R0330,1449902745174,12,15000
4896,1578,1449902665165,12,95011
29844,BP5485,1449902700177,12,60000
14511,1578,1449902670161,12,95011
1156,BP3442,1449902690177,12,75000
BP5486,29844,1449902760177,12,10000
982,35030,1449902625163,12,150010
8559,33683,1449902550174,12,225000
33291,33260,1449902660160,12,120010
BP3203,2269,1449902745171,12,40000
BP5485,14682,1449902695171,12,90000
BP2895,7725,1449902715176,12,70000
901,20674,1449902725177,12,70000
BP5283,29735,1449902685177,12,110001
14523,1739,1449902695172,12,105000
751,1285,1449902750179,12,50000
1473,982,1449902705171,12,105000
8571,1156,1449902765177,12,45000
2043,BP5244,1449902675168,12,140011
33924,BP4269,1449901850175,12,970000
33549,37317,1449902590162,12,240010
2045,943,1449902760174,12,75000
2640,320,1449902720169,12,120000
8420,1473,1449902810171,12,30000
4826,BP2895,1449902740178,12,100001
21,751,1449902800179,12,40000
4825,2058,1449902730173,12,115000
371,4896,1449902760176,12,100000
4643,14523,1449902800172,12,65000
1473,982,1449902775173,12,90000
BP4269,33924,1449902700175,12,165000
2059,BP2895,1449902785176,12,80000
902,901,1449902795177,12,75000
4826,900,1449902755171,12,120000
2019,8420,1449902840171,12,40000
14581,14511,1449902765172,12,115000
976,33924,1449902820175,12,60000
1289,21,1449902840179,12,45000
BP5172,BP5283,1449902795178,12,95000
R0085,BP5172,1449902890178,12,0
8571,2019,1449902880171,12,15000
14528,4643,1449902865172,12,30000
1275,33291,1449902780170,12,120000
20760,371,1449902860176,12,50000
1275,33549,1449902830172,12,85000
8420,8571,1449902810177,12,105000
348,902,1449902870177,12,45000
33683,8559,1449902720170,12,200000
2059,4826,1449902840179,12,84999
312,1289,1449902885179,12,40000
8420,1473,1449902865173,12,65000
165,976,1449902880175,12,50000
943,2043,1449902815179,12,115000
BP5244,33683,1449902920170,12,15000
1277,1275,1449902915172,12,20000
2043,2045,1449902835174,12,100000
1473,8420,1449902915177,12,20000
BP2895,4826,1449902875171,12,64999
14530,14528,1449902895172,12,45000
1739,14581,1449902880172,12,65000
33549,1275,1449902900170,12,50000
7824,R0085,1449902890178,12,64999
R0674,4825,1449902845173,12,120000
R0330,943,1449902930179,12,34999
33291,1277,1449902935172,12,35000
25096,2059,1449902865176,12,105000
BP5172,BP5486,1449902770177,12,200000
R0085,BP5172,1449902970177,12,0
7725,BP2895,1449902940170,12,35000
4897,20760,1449902910176,12,65000
14535,BP1379,1449902855180,12,119999
900,2059,1449902925178,12,55000
315,312,1449902925179,12,55000
BP4921,BP3203,1449902785171,12,200000
913,2640,1449902840169,12,149990
1057,1473,1449902935177,12,60000
BP3536,7824,1449902955177,12,45000
1156,8571,1449902895171,12,109990
1054,R0085,1449902970177,12,34990
3013,14535,1449902975179,12,29990
R0325,1739,1449902945172,12,64990
4828,R0674,1449902965173,12,44990
1291,315,1449902980179,12,34990
8590,8559,1449902775174,12,244990
25096,900,1449902980178,12,39990
BP4269,BP5294,1449902500169,12,524990
BP5172,BP5485,1449902785171,12,239990
BP882,165,1449902930175,12,99990
35030,BP882,1449903030165,12,0
29981,25096,1449902970176,12,59990
905,913,1449902990159,12,50000
29674,33549,1449902950170,12,89990
14535,14530,1449902940172,12,99990
308,BP4921,1449902985171,12,59990
BP3536,143,1449902375173,12,669990
BP2167,29674,1449903040160,12,15000
R0085,BP5172,1449903025161,12,30000
2067,4897,1449902975176,12,79990
37229,1054,1449903005167,12,50000
29981,25096,1449903020168,12,35000
BP3442,1156,1449903005161,12,60000
BP5244,2043,1449902935174,12,129990
945,R0330,1449902965178,12,99990
1293,1291,1449903015169,12,55000
143,BP3536,1449903000177,12,74990
14523,R0325,1449903010162,12,69999
2051,4828,1449903010163,12,74999
29676,BP2167,1449903055160,12,40000
1054,R0085,1449903055161,12,40000
14530,3013,1449903005169,12,95000
1736,7725,1449902975170,12,135000
1156,8420,1449902930173,12,180000
2045,BP5244,1449902935170,12,185000
7824,BP3536,1449903045163,12,75010
37229,1054,1449903095161,12,30010
BP5294,1057,1449902995177,12,129999
BP4242,1293,1449903070169,12,60009
2050,1736,1449903110170,12,25000
4643,14523,1449903080161,12,60010
8556,BP3442,1449903065161,12,80010
2050,945,1449903065168,12,80010
14528,14530,1449903100169,12,50010
29735,29676,1449903095160,12,60010
324,33291,1449902970172,12,185000
29981,2067,1449903055166,12,100009
2067,29981,1449903030166,12,125010
8556,8590,1449903020164,12,140010
BP5294,35030,1449903030165,12,130010
1736,2050,1449903145178,12,15000
943,2045,1449903120170,12,45000
33924,BP4269,1449902430178,12,734999
BP3442,1156,1449903110173,12,65000
1115,308,1449903045161,12,135010
34716,37229,1449903055167,12,125010
2067,29981,1449903055168,12,125010
1057,BP5294,1449903160175,12,30000
14528,4643,1449903140171,12,55000
BP882,BP5294,1449903125176,12,75000
35030,BP882,1449903200176,12,0
4643,14528,1449903150179,12,50000
37219,14535,1449903040162,12,175010
1473,1057,1449903190175,12,25000
4897,2067,1449903180178,12,35000
376,BP4242,1449903130178,12,85000
14456,29735,1449903155170,12,65000
945,943,1449903165170,12,55000
8590,8556,1449903145171,12,75000
782,1115,1449903180171,12,44999
947,1736,1449903160178,12,65000
25096,29981,1449903155175,12,75000
2050,945,1449903220170,12,15000
BP3442,8556,1449903160174,12,75000
34716,37229,1449903125171,12,115000
R0085,7824,1449903120173,12,120000
R0330,2050,1449903135170,12,110000
331,324,1449903155172,12,90000
2046,2051,1449903085162,12,165010
BP5172,R0085,1449903240173,12,10000
14530,14528,1449903195171,12,60000
1282,331,1449903245172,12,20000
2952,947,1449903225178,12,40000
4711,376,1449903215178,12,50001
8420,1473,1449903215175,12,55000
BP3460,37219,1449903215172,12,60000
34717,34716,1449903180177,12,95000
14523,4643,1449903200179,12,75000
BP5283,14456,1449903220170,12,60000
8559,8590,1449903220171,12,60000
1736,2050,1449903235170,12,50000
943,R0330,1449903245170,12,40000
14535,14530,1449903255171,12,30000
8556,BP3442,1449903175173,12,110000
900,25096,1449903230175,12,60000
320,782,1449903225170,12,70000
1156,BP3442,1449903235174,12,65000
606,4711,1449903265179,12,35000
R0325,14523,1449903275179,12,40000
2019,8420,1449903270175,12,50000
BP5408,2046,1449903250172,12,75010
BP833,606,1449903300179,12,25010
8590,8556,1449903285173,12,45000
33683,BP5244,1449903065164,12,265010
947,1736,1449903285170,12,50000
2059,900,1449903290175,12,50000
BP882,33924,1449903165177,12,180001
35030,BP882,1449903345178,12,0
FC41,BP3460,1449903275172,12,75000
34717,34716,1449903240171,12,115000
20684,14219,1449896060177,10,7294996
197,20684,1449903355173,12,5000
2952,947,1449903335170,12,30000
2043,943,1449903285170,12,90000
1739,R0325,1449903315179,12,60000
37317,BP5172,1449903250173,12,135000
15192,34717,1449903275177,12,110000
BP1379,14535,1449903285171,12,105000
8571,2019,1449903320175,12,70000
375,BP1795,1449903260177,12,130000
1286,1282,1449903265172,12,130000
8559,8590,1449903330173,12,70000
8420,1156,1449903300174,12,100000
33924,35030,1449903200176,12,205001
15192,34717,1449903355171,12,55000
2059,2952,1449903265178,12,145001
988,15192,1449903385177,12,44990
BP5172,BP5283,1449903280170,12,154990
R0085,BP5172,1449903435160,12,0
4826,2059,1449903340175,12,94990
2640,320,1449903295170,12,149991
33431,BP5408,1449903325182,12,119980
200,197,1449903360173,12,89990
14581,1739,1449903375179,12,74990
1156,8571,1449903390175,12,69990
8019,2067,1449903155176,12,304990
BP5294,35030,1449903345178,12,114990
BP2895,4826,1449903435165,12,40000
982,BP5294,1449903460168,12,15000
4826,2952,1449903365170,12,114990
33326,1286,1449903395172,12,89990
36857,988,1449903430167,12,65000
988,15192,1449903410171,12,89990
BP3442,1156,1449903460165,12,40000
9986,375,1449903390177,12,119990
1057,982,1449903475168,12,35000
7824,R0085,1449903435160,12,80000
BP5244,2043,1449903375170,12,139990
25096,2059,1449903410179,12,104989
7725,BP2895,1449903475165,12,45000
BP5244,8559,1449903280171,12,244990
1057,8420,1449903400174,12,135000
2952,7725,1449903520165,12,20010
804,9986,1449903510167,12,30010
1473,1057,1449903510168,12,30010
913,2640,1449903445161,12,105010
36857,988,1449903500161,12,50010
33093,200,1449903450163,12,100010
BP3536,7824,1449903515160,12,45010
8019,4897,1449903215178,12,345000
9988,804,1449903540177,12,30000
900,4826,1449903480160,12,105010
BP4269,33924,1449903405177,12,179999
25096,900,1449903585170,12,5000
33549,37317,1449903385173,12,210000
8556,BP3442,1449903500165,12,95010
1042,9988,1449903570177,12,25000
143,BP3536,1449903560170,12,45000
33477,36857,1449903495167,12,120010
8420,1473,1449903540178,12,75000
905,913,1449903550171,12,70000
2045,943,1449902205166,12,1415010
29981,25096,1449903590170,12,40000
947,2952,1449903540175,12,100000
8559,33683,1449903330174,12,315000
1578,8019,1449903460166,12,190010
14511,14581,1449903450169,12,200010
8590,8556,1449903595175,12,60000
2636,905,1449903620171,12,39999
982,33093,1449903550173,12,110000
2019,8420,1449903615178,12,45000
FC41,BP1379,1449903390171,12,275001
BP5294,1057,1449903535174,12,140000
33477,36857,1449903550171,12,130000
BP5172,143,1449902740170,12,944999
R0085,BP5172,1449903685169,12,0
9990,1042,1449903595177,12,90000
34,33477,1449903680171,12,10000
BP5294,982,1449903660173,12,35001
2045,BP5244,1449903525161,12,180010
BP5972,33326,1449903485162,12,225010
4897,25096,1449903515168,12,195011
2632,2636,1449903660170,12,60000
945,947,1449903640175,12,80001
1275,33549,1449903595173,12,130000
8571,2019,1449903660178,12,65000
33683,BP5244,1449903515160,12,220010
14511,1578,1449903650176,12,85000
4838,9990,1449903685177,12,55000
1277,1275,1449903725173,12,20000
33683,8559,1449903400173,12,350000
20760,4897,1449903710179,12,39999
4897,29981,1449903630170,12,125000
BP3912,BP5972,1449903710172,12,45000
943,2045,1449903705171,12,60000
BP882,BP5294,1449903675174,12,90000
35030,BP882,1449903765174,12,0
BP5244,33683,1449903750173,12,20000
14920,2632,1449903720170,12,75001
R0330,945,1449903720176,12,75000
9992,4838,1449903740177,12,55000
37317,R0085,1449903685169,12,130000
943,R0330,1449903795176,12,20000
34,33477,1449903615177,12,200000
4876,14511,1449903735176,12,89990
377,BP3912,1449903755172,12,80000
BP842,9992,1449903795177,12,45000
33924,BP4269,1449903025159,12,820010
BP5998,33431,1449903445162,12,400010
14515,8019,1449903560178,12,290000
165,35030,1449903765174,12,89990
2045,943,1449903815176,12,39990
BP3442,8571,1449903725178,12,129990
8019,14511,1449903650179,12,209991
793,14920,1449903795171,12,69990
BP4608,BP842,1449903840177,12,29990
945,943,1449903765171,12,109990
371,8019,1449903860170,12,20000
37643,BP5294,1449903695174,12,204989
8556,BP3442,1449903855168,12,45000
2043,BP5244,1449903770173,12,134990
1739,4876,1449903825166,12,85000
20760,4897,1449903755170,12,159990
2626,793,1449903865161,12,50000
7851,37643,1449903900163,12,25000
14581,14515,1449903850178,12,74990
976,165,1449903855164,12,75000
2045,2043,1449903905163,12,30000
8590,8559,1449903645174,12,289990
791,2626,1449903915161,12,25000
976,33924,1449903845169,12,104990
35484,BP5998,1449903845172,12,110000
20760,371,1449903880170,12,95010
33924,976,1449903930164,12,55010
BP199,BP4608,1449903870167,12,115010
1739,14581,1449903925168,12,60010
2050,945,1449903875161,12,115010
161,7851,1449903925163,12,65010
166,976,1449903950159,12,45010
331,1277,1449903745173,12,250000
BP4608,377,1449903835172,12,165000
943,2045,1449903935163,12,70010
33683,8590,1449903655175,12,360000
33549,37317,1449903815169,12,205000
BP842,BP4608,1449904000172,12,20000
R0325,1739,1449903910166,12,110010
4897,20760,1449903975180,12,45000
2268,1801,1449898100172,10,5924999
R0330,943,1449904005173,12,30000
1609,BP199,1449903985177,12,50000
36602,791,1449903940161,12,100010
1736,2050,1449903990171,12,50000
8019,20760,1449903750178,12,290001
1691,331,1449903995173,12,55000
8578,35484,1449903955172,12,100001
R0325,1739,1449903985178,12,70001
BP882,166,1449903995169,12,70000
35030,BP882,1449904065169,12,0
14523,R0325,1449904020176,12,45000
BP3442,8590,1449903935164,12,135011
15783,34846,1449902580159,12,1495010
930,2268,1449904025171,12,50001
BP5244,33683,1449904015175,12,60000
8559,8556,1449903900168,12,175011
1284,1691,1449904050173,12,40000
947,1736,1449904040171,12,55000
2270,930,1449904075172,12,20000
8560,8578,1449904055173,12,45000
4838,BP842,1449904020172,12,100000
2952,947,1449904095171,12,35000
297,36602,1449904040171,12,95000
2050,R0330,1449904035173,12,105001
1275,33549,1449904020169,12,125000
29981,4897,1449904020180,12,125000
1286,1284,1449904090173,12,70001
4896,8019,1449904040179,12,120001
4643,14523,1449904065176,12,100001
1277,1275,1449904145169,12,25001
FC60,R0868,1449893785169,9,10390000
2043,BP5244,1449904075175,12,100001
14523,R0325,1449904055179,12,120002
BP4269,33924,1449903985174,12,200000
2045,2043,1449904175176,12,10000
9990,4838,1449904120172,12,70001
8571,BP3442,1449904070175,12,120000
1042,9990,1449904190173,12,15000
2019,8571,1449904190175,12,15000
1736,2050,1449904140174,12,70000
7725,2952,1449904130171,12,85000
4643,14523,1449904175181,12,39998
1578,4896,1449904160180,12,55000
8019,20760,1449903915160,12,305010
989,161,1449903990173,12,230001
27945,34,1449903815177,12,405000
129,2270,1449904095172,12,135000
BP5244,2045,1449903620176,12,615001
900,29981,1449904145180,12,90000
8559,33683,1449903735170,12,505000
14530,4643,1449904165177,12,74999
377,1609,1449904035177,12,205001
8420,2019,1449904205175,12,45000
7824,143,1449903075167,12,1175011
14511,1578,1449904215180,12,39999
BP5972,377,1449904240178,12,20000
FC44,FC60,1449904175169,12,90000
BP2895,7725,1449904215171,12,50000
33291,1277,1449904170170,12,100000
20997,129,1449904230172,12,40000
9988,1042,1449904205173,12,69989
10352,8560,1449904100173,12,184990
943,2045,1449904185176,12,104989
33320,BP5972,1449904260178,12,29989
14515,14511,1449904255179,12,34992
R0757,FC44,1449904265169,12,29990
R0330,943,1449904290165,12,20000
1473,35030,1449904065169,12,254990
4826,BP2895,1449904265171,12,54990
33321,33320,1449904290167,12,30000
804,9988,1449904275162,12,55000
2952,1736,1449904210174,12,124989
8590,8559,1449904240170,12,99991
4876,14515,1449904290171,12,54998
616,297,1449904135171,12,214990
9986,804,1449904330162,12,20000
3013,14530,1449904240176,12,109990
14530,4643,1449904215179,12,134989
4826,900,1449904235180,12,114990
2059,4826,1449904320161,12,35000
33683,8559,1449904075179,12,279989
R0085,7824,1449904250178,12,109990
4896,8019,1449904220170,12,144990
1057,8420,1449904250175,12,114989
2019,1473,1449904320159,12,65010
14535,3013,1449904350166,12,35010
988,27945,1449904220177,12,165000
14581,4876,1449904345169,12,45010
2622,616,1449904350161,12,45010
BP5244,33683,1449904355168,12,45010
BP2895,2952,1449904335163,12,70010
375,9986,1449904350162,12,60012
BP2895,4826,1449904350170,12,60012
1578,4896,1449904365160,12,50010
324,33291,1449904270170,12,150000
8556,8590,1449904340161,12,80009
25096,2059,1449904355161,12,70010
33325,33321,1449904320167,12,105010
8571,2019,1449904385169,12,50000
37317,R0085,1449904360168,12,80010
1739,14581,1449904390179,12,65000
7725,BP2895,1449904410182,12,64998
29981,25096,1449904425171,12,55000
1157,10352,1449904285163,12,195009
15192,988,1449904385177,12,95000
4645,R0757,1449904295159,12,190010
14511,1578,1449904415170,12,70000
BP5294,1057,1449904365164,12,130010
BP1379,14530,1449904350168,12,145010
BP3442,8556,1449904420170,12,80000
2952,7725,1449904475180,12,35000
14515,14511,1449904485170,12,30000
BP2778,375,1449904410174,12,104998
33326,33325,1449904425177,12,90000
R0325,1739,1449904455179,12,70000
2018,1157,1449904480172,12,50000
1156,8571,1449904435169,12,100000
34717,15192,1449904480177,12,55000
4876,14515,1449904515170,12,30000
1156,BP3442,1449904500170,12,50001
945,R0330,1449904310165,12,240010
BP3442,1156,1449904535169,12,20000
27945,34,1449903690171,12,870000
33924,BP4269,1449903585176,12,975000
900,BP2895,1449904405173,12,160000
1286,33326,1449904515177,12,55000
14581,4876,1449904545170,12,40000
35030,BP5294,1449904495174,12,90000
37317,15783,1449904075169,12,515000
25096,900,1449904565173,12,25000
14682,2622,1449904395171,12,200000
14523,R0325,1449904525179,12,69999
8419,2018,1449904530172,12,70000
BP882,35030,1449904585174,12,15000
2019,1156,1449904550171,12,54999
BP3912,1286,1449904160174,12,444999
2043,BP5244,1449904400178,12,205000
8556,BP3442,1449904555169,12,60000
36857,27945,1449904560171,12,55000
BP3460,14535,1449904385176,12,230000
2050,2952,1449904510180,12,104999
37219,BP1379,1449904495178,12,125000
4714,1286,1449904570177,12,55000
1739,14581,1449904585170,12,50000
8420,2019,1449904605170,12,30001
2045,2043,1449904605178,12,29999
1282,324,1449904420170,12,220000
2050,945,1449904550175,12,90000
34716,34717,1449904535177,12,104999
29981,25096,1449904590173,12,55000
14527,4645,1449904485169,12,165000
33107,8419,1449904600172,12,50000
4643,14523,1449904595178,12,55000
20760,29981,1449904480171,12,175000
8590,8556,1449904615169,12,50000
1473,8420,1449904635171,12,30000
BP5244,2045,1449903855166,12,810009
33683,BP5244,1449904665175,12,0
1691,1282,1449904640170,12,30000
BP3460,37219,1449904620178,12,50000
1045,BP4272,1449895335192,10,9339987
1284,1691,1449904670170,12,10000
14528,4643,1449904650178,12,30000
R0330,2050,1449904615179,12,65000
BP5485,14682,1449904595171,12,90000
377,BP3912,1449904605173,12,79999
1736,2050,1449904640175,12,44999
R0325,1739,1449904635170,12,55000
33549,37317,1449904440178,12,254989
14456,37317,1449904590169,12,109990
988,36857,1449904615171,12,84990
943,R0330,1449904680179,12,19991
1057,1473,1449904665171,12,40000
1802,1045,1449904675179,12,30000
4644,14527,1449904650169,12,69990
8559,8590,1449904665169,12,64990
37229,34716,1449904640176,12,94990
29844,33107,1449904650172,12,89990
1282,4714,1449904625177,12,114989
BP5486,BP5485,1449904685171,12,59990
29844,BP5486,1449904745161,12,0
165,BP882,1449904600174,12,144990
616,1802,1449904705179,12,39990
BP882,33924,1449904560176,12,189990
35030,BP882,1449904750166,12,0
4714,1284,1449904680170,12,74990
14523,R0325,1449904690170,12,64990
BP5486,29844,1449904740162,12,15000
15192,988,1449904700161,12,60000
33549,33549,1449904695167,12,65000
