t_hour,line,sequence,direction,timetaken
15,29,8,1,119999
15,25,27,2,155000
15,29,31,1,85000
15,25,27,2,115000
15,29,18,1,60000
15,25,39,2,155000
15,29,4,1,59999
15,25,45,2,80000
15,25,24,2,70006
15,29,28,1,134999
15,38,12,1,54999
15,25,38,2,39999
15,25,49,1,50000
15,25,33,2,145001
15,29,32,1,60001
15,25,45,1,115000
15,25,39,2,15000
15,38,37,2,174999
15,29,9,1,80000
15,25,40,2,65001
15,25,36,1,30000
15,25,46,2,55000
15,29,5,1,60001
15,25,25,2,54994
15,25,41,2,159999
15,25,40,2,40000
15,25,28,2,110000
13,25,35,1,6075000
15,25,46,1,50001
15,29,19,1,105000
15,25,39,2,10000
15,38,38,2,70000
15,25,50,1,95000
15,29,6,1,59999
15,29,29,1,110000
15,25,47,2,65000
15,29,33,1,89999
15,25,4,2,10000
15,29,20,1,40000
15,25,47,1,49999
15,25,37,1,89999
15,25,34,2,115000
15,38,39,2,35000
15,29,10,1,105000
15,25,29,2,75000
15,25,41,2,109999
15,25,43,1,240001
15,38,36,2,70000
15,25,38,1,30000
15,38,13,1,155000
15,25,4,2,15000
15,25,42,2,120000
15,25,48,2,90000
15,29,11,1,60000
15,25,40,2,115000
15,29,7,1,95000
15,25,51,1,115000
15,25,42,2,75000
15,29,21,1,120000
15,38,40,2,100000
15,29,34,1,135001
15,29,30,1,145000
15,25,49,2,55000
15,25,48,1,155000
15,25,39,1,130001
15,38,14,1,135000
15,29,12,1,95000
15,25,26,2,254999
15,29,8,1,105001
15,25,50,2,70001
15,25,49,1,60001
15,29,35,1,95000
15,25,40,1,50000
15,38,15,1,45001
15,38,41,2,100000
15,29,31,1,95000
15,29,13,1,65000
15,29,22,1,135000
15,38,42,2,35000
15,25,43,2,200000
15,29,32,1,35000
15,29,36,1,44999
15,25,43,2,165001
15,29,23,1,30000
15,29,14,1,40000
15,29,9,1,114999
15,38,16,1,89999
15,25,30,2,290000
15,25,50,1,99999
15,25,51,2,114999
15,29,33,1,65000
15,29,15,1,55000
15,38,37,2,315000
15,29,24,1,75000
15,25,41,2,285000
15,25,44,2,100000
15,38,17,1,60001
15,29,37,1,110000
15,29,16,1,40000
15,25,44,1,349999
15,29,25,1,25000
15,25,27,2,200001
15,29,10,1,105000
15,25,45,2,39999
15,29,26,1,35000
15,25,54,1,95000
15,25,52,2,105000
15,25,44,2,170000
15,29,11,1,40000
15,25,46,2,45001
15,29,34,1,130001
15,25,51,1,145001
15,25,28,2,80000
15,29,27,1,65000
15,25,45,2,55000
15,38,38,2,155000
15,38,18,1,140000
15,25,33,1,60000
15,38,39,2,20000
15,25,47,2,69999
15,29,17,1,150000
15,25,42,2,160000
15,25,46,2,50000
15,25,45,1,175001
15,25,53,2,135000
15,25,34,1,55001
15,29,12,1,120001
15,38,19,1,60000
15,29,35,1,114999
15,25,48,2,50000
15,25,3,1,184999
15,25,29,2,130000
15,25,54,2,40001
15,38,40,2,80000
15,25,47,2,65000
15,25,49,2,30000
15,29,13,1,39999
15,29,28,1,130000
15,29,18,1,95000
15,38,20,1,54999
15,25,55,1,210000
15,29,14,1,30000
15,25,49,2,25000
15,25,43,2,115000
15,25,46,1,89999
15,29,36,1,75000
15,25,35,1,90000
15,38,41,2,60001
15,25,44,2,25000
15,25,36,1,720000
15,38,36,2,100000
15,25,50,2,35000
15,25,45,2,10000
15,25,41,1,459999
15,25,30,2,94999
15,25,46,2,15001
15,38,42,2,34999
15,29,19,1,75000
15,29,15,1,65000
15,25,36,1,50000
15,29,1,2,30001
13,25,38,1,7310000
15,38,21,1,90001
15,29,2,2,4999
15,29,29,1,115000
15,29,3,2,10000
15,29,20,1,30000
15,25,48,2,130000
15,25,47,1,95001
15,29,16,1,40000
15,25,4,1,165000
15,29,21,1,40001
15,25,42,1,90001
15,25,51,2,100003
15,29,37,1,140000
15,25,45,2,45000
15,38,22,1,94999
15,29,17,1,70000
15,25,37,1,145000
15,25,46,2,20000
15,38,37,2,155000
15,25,47,2,15000
15,25,5,1,80000
15,25,43,1,64999
15,29,21,1,30000
15,25,52,2,64997
15,25,48,1,99999
15,25,37,1,139999
15,25,48,2,15000
15,25,49,2,120001
15,29,22,1,30000
15,29,18,1,65002
15,25,31,2,190002
15,29,23,1,15000
15,25,38,1,40000
15,25,49,2,40000
15,29,30,1,165000
15,25,54,1,75000
15,25,44,1,60001
15,25,32,1,169999
15,25,49,1,70000
15,38,23,1,110001
15,38,38,2,100001
15,25,38,1,115001
15,29,23,1,30000
15,25,50,2,90005
15,25,56,1,315001
15,25,53,2,110001
14,38,17,1,6120000
15,29,40,1,150000
15,25,6,1,130001
15,38,39,2,40000
15,25,45,1,79999
15,29,24,1,40000
15,25,54,2,44999
15,38,24,1,79999
15,25,55,1,110000
15,29,25,1,35000
15,29,19,1,139999
15,29,31,1,130000
15,25,45,1,30000
15,25,50,1,125000
15,25,39,1,155000
15,25,31,2,730000
15,25,33,1,135000
15,38,40,2,84999
15,25,7,1,89999
15,25,46,1,25000
15,25,40,1,20000
15,29,41,1,115000
15,25,44,2,75000
15,29,32,1,60001
15,29,26,1,75000
15,38,25,1,95000
15,29,20,1,84999
15,25,47,1,45001
15,38,41,2,60000
15,25,8,1,75000
15,25,55,2,140000
15,25,51,1,110000
15,38,26,1,50000
15,38,42,2,40000
15,29,27,1,65000
15,25,51,2,214994
15,25,32,2,115000
15,29,42,1,90000
15,25,39,1,239999
15,25,34,1,130000
15,29,21,1,70000
15,25,38,2,135000
15,25,56,2,50001
15,25,48,1,95000
15,29,33,1,129999
15,25,52,2,60004
15,25,40,1,55000
15,25,32,2,369998
15,25,39,2,75000
15,25,49,1,65000
15,38,27,1,120001
14,38,7,1,4320001
15,29,28,1,125000
15,25,9,1,150000
15,29,22,1,135000
15,29,34,1,110001
15,29,40,1,120000
15,25,41,1,290000
15,25,10,1,75000
15,29,29,1,90001
15,25,53,2,154996
15,25,35,1,205000
15,38,11,2,134999
15,25,50,1,114999
15,38,28,1,114999
15,29,23,1,75001
15,25,33,2,150000
15,25,56,1,420000
15,25,54,2,55000
15,25,40,2,180000
15,29,41,1,105000
15,25,51,2,74999
15,25,3,1,124999
15,29,24,1,75000
15,29,35,1,139999
15,25,11,1,115000
15,25,42,1,130000
15,25,34,2,95000
15,25,52,2,50000
15,29,25,1,39999
15,38,29,1,140000
15,29,30,1,155000
15,29,36,1,65000
15,25,51,1,150005
15,25,53,2,40000
15,25,54,1,100001
15,29,42,1,105000
15,25,41,2,115000
15,25,12,1,85001
15,25,55,2,130000
15,29,26,1,70000
15,25,1,2,785001
15,25,41,1,355001
15,25,54,2,55000
15,25,5,2,135000
15,25,42,2,55001
15,29,37,1,80000
15,25,56,2,50001
15,29,31,1,89999
15,25,4,1,165000
15,25,6,2,25000
15,29,32,1,30001
15,29,27,1,75001
15,25,13,1,94999
15,25,55,1,114999
15,25,43,1,210000
15,25,5,1,80000
15,25,7,2,75001
15,29,33,1,65000
15,25,14,1,60001
15,25,55,2,170001
15,29,28,1,119999
15,25,8,2,95000
15,25,29,2,35001
15,25,43,2,209999
15,25,6,1,120000
15,25,56,2,54999
15,25,30,2,14999
15,25,1,2,1049999
15,25,15,1,119999
15,29,34,1,150000
15,25,9,2,65000
15,29,29,1,95001
15,25,7,1,80001
16,29,35,1,54999
15,25,44,1,225000
15,25,44,2,130000
15,25,38,2,120001
15,25,16,1,120000
16,25,10,2,99999
16,25,39,2,29999
16,25,8,1,89999
16,29,30,1,130007
16,29,36,1,85000
16,25,45,1,85001
16,25,45,2,65000
16,25,39,2,20000
16,29,40,1,45000
16,25,4,2,5000
15,38,31,1,365000
16,25,17,1,85000
15,25,56,1,380000
16,25,46,1,45000
16,25,46,2,60001
16,25,9,1,105000
16,25,47,1,44999
16,29,31,1,104992
16,25,11,2,145000
16,29,41,1,90000
16,29,37,1,110000
16,25,40,2,94999
16,25,10,1,30001
16,25,47,2,69999
16,25,48,1,60001
16,29,32,1,60001
16,38,11,2,95001
16,25,41,2,70000
15,25,1,1,375000
16,25,11,1,79999
16,25,49,1,49999
16,25,18,1,175001
16,29,42,1,105000
16,25,40,1,70000
16,25,19,1,24999
16,25,42,2,85000
16,25,48,2,130000
16,29,33,1,124999
16,25,12,1,85000
16,25,50,1,95001
16,38,11,2,94999
16,25,20,1,105001
16,25,49,2,75000
16,25,13,1,70001
12,38,8,1,12210001
16,38,8,1,30001
16,25,5,2,125000
16,38,1,2,95001
16,38,9,1,39999
16,25,14,1,59999
16,25,51,1,134999
16,25,43,2,185001
16,25,6,2,80000
16,25,15,1,40000
16,25,50,2,115001
16,29,34,1,180001
16,38,33,1,149999
16,38,10,1,90001
16,29,35,1,35000
16,38,2,2,119999
16,25,7,2,70001
16,25,16,1,70001
16,25,44,2,75000
14,25,18,2,5130000
16,38,11,1,64999
16,29,36,1,64999
16,25,5,2,145000
15,38,1,1,1280001
16,25,17,1,60000
16,38,12,1,30001
16,25,51,2,149999
16,25,45,2,84999
16,25,19,2,95001
16,25,8,2,110000
16,38,34,1,160000
16,38,3,2,160000
16,25,6,2,100001
16,25,9,2,35000
16,38,2,1,95000
16,25,52,2,65001
16,29,37,1,115001
16,25,46,2,70000
16,25,18,1,139999
16,25,20,2,99999
16,38,35,1,95000
15,25,28,2,2895001
14,25,25,1,6684999
16,25,47,2,70000
16,25,7,2,85000
16,38,13,1,165000
16,25,53,2,90000
16,25,10,2,99999
16,25,19,1,45000
16,25,29,2,45000
16,25,54,1,70000
16,25,48,2,50001
16,25,54,2,39999
16,25,2,1,625000
16,29,40,1,160001
16,25,49,2,20000
15,25,1,1,1005000
16,38,36,1,110000
16,38,4,2,185001
16,25,8,2,94999
16,25,50,2,29999
16,25,21,2,130001
15,25,50,2,1995000
16,25,20,1,125001
16,25,55,1,109999
16,38,14,1,144999
16,25,9,2,55000
16,38,3,1,235000
16,25,3,1,115000
16,25,26,1,180000
16,25,11,2,165000
15,38,1,1,1190000
16,29,41,1,119999
16,38,37,1,105000
16,25,51,2,105001
16,25,21,1,69999
16,25,55,2,190001
16,38,38,1,55001
16,29,1,2,355001
16,25,10,2,105000
16,38,15,1,115000
16,25,51,2,145000
16,25,52,2,74999
16,38,5,2,189999
16,38,4,1,134999
16,25,22,1,75001
16,25,27,1,120000
16,25,2,1,215000
16,25,56,2,54999
16,29,42,1,115001
16,38,2,1,134999
16,38,39,1,69999
16,25,52,2,65000
16,38,16,1,95000
16,38,6,2,105000
16,25,53,2,120000
16,25,28,1,115001
16,29,2,2,155000
16,38,5,1,125004
16,25,3,1,115004
16,25,11,2,165000
16,25,53,2,90000
16,25,4,1,265000
16,25,54,2,40035
16,25,4,2,5001
16,38,40,1,130000
16,25,54,2,40001
16,25,29,1,84999
16,25,5,1,65000
16,38,7,2,115000
16,25,4,2,0
16,38,41,1,70001
16,38,17,1,175000
16,38,1,1,725000
16,25,55,2,119966
16,38,3,1,240001
16,25,56,1,430000
16,29,3,2,184999
16,25,6,1,105001
16,29,40,1,190000
16,25,30,1,115000
16,38,8,2,105000
16,38,6,1,199997
16,25,56,2,60000
16,38,2,1,95000
16,25,55,2,159999
16,25,4,1,229996
16,38,36,2,25000
16,25,7,1,70000
16,38,18,1,145000
16,38,4,1,130000
16,25,56,2,60000
16,25,5,1,60000
16,38,7,1,95000
16,29,41,1,100001
16,38,19,1,50000
16,25,8,1,64999
16,25,45,2,30001
16,25,31,1,135001
16,38,5,1,84999
16,38,37,2,135000
16,38,20,1,70000
16,25,6,1,125000
16,25,25,2,1470000
16,25,9,1,95004
16,38,5,1,35000
16,25,48,2,35000
16,29,42,1,144999
16,25,26,2,35000
16,38,38,2,90001
16,29,1,2,1065001
16,25,49,2,25000
16,38,21,1,80000
16,25,7,1,55000
16,38,1,1,1540000
16,25,32,1,149999
16,38,39,2,24999
16,25,50,2,25000
16,25,27,2,40000
16,38,6,1,140001
16,29,2,2,44999
16,25,10,1,84996
16,25,28,2,40001
16,25,8,1,65000
16,25,51,2,50000
16,25,11,1,35000
16,29,3,2,55001
16,38,22,1,105000
16,25,52,2,35001
15,25,15,1,4589999
16,25,15,1,70000
16,38,2,1,110000
16,25,33,1,110000
16,38,40,2,110000
16,25,29,2,74999
16,29,2,1,195000
16,38,6,1,200000
16,38,23,1,65000
16,38,11,2,110000
16,25,12,1,105000
16,25,9,1,115000
16,25,53,2,84999
16,38,41,2,90000
16,38,24,1,55000
16,25,54,2,45000
16,38,12,2,90001
16,38,42,2,45000
16,29,6,2,130001
16,25,10,1,90000
16,29,3,1,115001
16,25,13,1,105000
16,25,1,2,1134999
16,38,25,1,80000
16,25,11,1,55000
16,25,55,2,115001
16,38,1,1,1345000
16,25,36,1,54999
16,25,14,1,100001
16,25,56,2,45000
16,38,26,1,105001
16,25,12,1,95000
16,25,15,1,45000
16,25,30,2,290001
16,38,13,2,170000
16,38,2,1,70001
16,29,4,1,169999
16,25,16,1,65000
16,25,44,2,50000
16,25,13,1,85001
16,29,5,1,65001
16,25,41,1,1910000
16,38,27,1,109999
16,25,37,1,155000
16,25,4,1,2264996
16,25,45,2,35000
16,25,17,1,50000
16,38,14,2,120000
16,38,5,1,230000
16,29,6,1,49999
16,25,5,1,34999
16,38,15,2,14999
16,38,3,1,159999
16,25,6,1,60004
16,25,14,1,124999
16,38,16,2,85001
16,25,48,2,39999
16,25,38,1,140000
16,25,7,1,39996
16,38,28,1,155000
16,25,49,2,25000
16,29,7,1,120000
16,25,8,1,35001
16,38,4,1,110000
16,25,50,2,30000
16,38,1,1,600000
16,29,1,2,970000
16,38,6,1,165000
16,25,51,2,50000
16,38,17,2,114999
16,29,2,2,60000
16,25,15,1,155000
16,25,52,2,35001
16,38,5,1,95001
16,38,29,1,145000
16,38,18,2,60000
14,25,28,1,8495000
16,38,2,1,115000
16,29,3,2,55000
16,25,31,2,435000
16,25,16,1,80000
16,25,11,1,50000
16,29,8,1,195000
16,38,19,2,95000
16,25,17,1,70001
16,38,11,2,140000
16,29,9,1,80001
16,25,39,1,315000
16,25,32,2,130003
16,38,6,1,194999
16,25,40,1,35000
16,29,10,1,64999
16,29,11,1,15000
16,38,20,2,130001
16,25,40,1,45000
16,38,3,1,240000
16,25,18,1,144999
16,38,1,1,999999
16,25,19,1,30001
15,25,54,1,5670000
16,25,5,2,125000
16,29,12,1,105000
16,38,4,1,80000
16,25,33,2,174997
16,29,13,1,35001
16,29,1,2,1160000
16,25,6,2,60000
16,38,21,2,154999
16,29,2,2,30001
16,25,20,1,105000
16,29,3,2,29999
16,25,34,2,69999
16,29,14,1,69999
16,25,7,2,65001
16,38,5,1,95000
16,38,31,1,344999
16,38,22,2,100000
16,38,2,1,205000
16,25,1,2,784999
16,25,21,1,104999
16,29,15,1,80000
16,25,19,2,1700000
16,25,8,2,114999
16,38,6,1,130000
16,25,22,1,60000
16,29,16,1,60000
16,38,23,2,110001
16,25,9,2,70000
16,29,17,1,65000
16,38,33,1,85000
16,38,3,1,150000
16,38,24,2,69999
16,25,1,2,1000000
16,25,38,2,105000
16,29,18,1,50001
16,38,4,1,60000
16,25,10,2,100000
16,25,39,2,70000
16,29,19,1,74999
16,25,23,1,195000
16,38,5,1,60000
16,25,41,1,600000
16,25,29,1,815000
16,25,11,2,110001
16,38,25,2,165000
16,25,24,1,85000
16,25,1,1,575000
16,25,30,1,29999
16,25,41,1,609999
16,29,20,1,110000
16,25,4,2,10000
16,25,22,2,105001
16,25,42,1,110000
16,29,21,1,55001
16,25,35,1,70001
16,38,6,1,175000
16,25,31,1,90001
16,25,25,1,105000
16,38,1,1,1200001
16,25,42,1,110001
16,25,36,1,49999
16,25,23,2,84999
16,25,43,1,85000
16,25,38,2,110000
16,38,11,2,99999
16,29,22,1,89999
16,38,2,1,69999
17,25,39,2,50001
16,25,32,1,120010
17,29,23,1,60000
16,25,43,1,119999
17,25,44,1,110000
16,25,26,1,155001
17,25,33,1,54989
17,38,3,1,110000
16,25,37,1,185000
17,29,24,1,90001
17,25,44,1,75000
16,25,2,1,340000
17,25,40,2,144999
17,25,34,1,75001
17,29,25,1,49999
17,38,4,1,65000
17,38,11,2,100000
17,25,38,1,75000
16,25,55,1,945001
17,25,45,1,160001
17,38,9,1,55000
17,25,5,2,164999
17,25,41,2,85000
17,29,26,1,65000
17,25,35,1,84999
17,25,45,1,135000
17,25,46,1,49999
17,38,5,1,120001
17,38,10,1,75001
17,25,36,1,60001
17,25,46,1,40001
16,38,1,1,880000
17,29,27,1,70000
17,25,42,2,80000
17,25,47,1,55000
17,25,33,1,49999
17,25,29,1,65001
17,25,6,2,110000
17,25,3,1,195000
17,25,47,1,39999
17,25,7,2,35000
17,38,2,1,69999
17,25,34,1,55003
17,38,11,1,94999
17,25,48,1,85000
17,29,28,1,105000
17,25,5,2,139999
17,25,30,1,99999
17,25,8,2,70000
17,38,6,1,149999
17,25,48,1,105000
17,25,43,2,140000
17,25,49,1,60000
17,25,35,1,94997
17,38,12,1,85001
17,25,6,2,85000
17,25,3,1,90001
17,29,29,1,95001
17,25,49,1,65000
17,25,36,1,50001
17,25,50,1,80000
17,25,9,2,110000
17,25,44,2,110000
17,25,37,1,269999
17,25,7,2,75001
17,25,31,1,145001
17,25,56,1,370000
17,38,3,1,205001
17,25,4,1,245004
17,38,13,1,115000
17,25,45,2,50000
17,29,30,1,129999
17,38,14,1,54999
17,25,51,1,105001
17,25,46,2,40001
17,25,10,2,110000
17,25,37,1,134999
17,25,50,1,155000
17,25,8,2,110000
17,38,15,1,45000
17,25,38,1,130001
17,25,38,1,45000
17,25,47,2,60000
17,25,9,2,34999
17,25,32,1,144999
17,25,5,1,134996
17,25,39,1,530000
17,29,31,1,110000
17,29,32,1,35000
17,25,4,1,290000
17,25,11,2,140000
17,38,16,1,115000
17,25,10,2,100000
17,25,39,1,119999
16,25,1,2,1810000
17,25,51,1,160000
17,25,40,1,115001
17,25,48,2,144999
17,29,33,1,80000
17,25,40,1,45000
17,25,1,2,90000
17,38,17,1,100001
17,25,6,1,190001
17,25,5,1,125000
17,25,12,2,125001
17,25,11,2,145000
17,29,34,1,120000
17,25,7,1,79999
17,25,5,2,35000
17,29,35,1,50001
17,25,6,2,25000
17,25,54,1,55001
17,38,18,1,144999
17,25,12,2,95000
17,25,6,1,139999
17,25,8,1,100000
17,25,13,2,174999
17,29,36,1,79999
17,25,49,2,255003
17,25,7,2,80000
17,25,7,1,85000
17,25,39,1,445001
17,38,21,1,70000
17,25,10,2,105000
17,25,9,1,115001
17,25,8,2,90000
17,25,14,2,110000
17,29,37,1,100000
17,25,55,1,170000
17,25,40,1,70000
17,38,22,1,70000
17,25,4,2,0
17,25,50,2,124997
17,25,8,1,105000
17,25,13,2,200000
17,25,15,2,65000
17,25,10,1,79999
17,38,23,1,80000
17,25,41,1,475000
17,25,11,1,75000
17,25,16,2,85000
17,25,9,1,110000
17,25,14,2,110000
17,25,22,2,160000
17,25,41,1,534999
17,25,10,2,85000
17,38,24,1,80000
17,25,42,1,60000
17,25,15,2,65000
17,25,23,2,65000
17,25,51,2,205001
17,38,25,1,75000
17,25,56,1,255000
17,25,10,1,120000
17,25,17,2,165000
17,25,52,2,79999
17,25,16,2,95000
17,38,26,1,80000
17,25,24,2,120000
17,25,11,1,80001
17,25,18,2,70000
17,25,25,2,65001
17,25,12,1,60000
17,38,27,1,80000
17,25,43,1,190000
17,25,53,2,105000
17,25,34,2,175000
17,38,36,2,1164999
17,25,41,1,464999
17,25,13,1,74999
17,25,17,2,180000
17,38,28,1,90000
17,29,40,1,125001
17,25,54,2,95000
17,25,42,1,60000
17,25,19,2,165001
17,25,26,2,149999
17,29,41,1,60000
17,25,14,1,130000
17,25,44,1,210000
17,25,5,2,105000
17,25,27,2,70000
17,38,11,2,104999
17,38,29,1,150000
17,25,43,1,120000
17,29,42,1,84999
17,25,55,2,145000
17,25,12,2,30001
17,25,20,2,135000
17,25,15,1,75000
17,38,37,2,245000
17,25,56,2,55000
17,25,13,2,39999
17,25,6,2,95000
17,25,28,2,110000
17,25,14,2,20000
17,25,45,1,120000
17,25,40,1,45000
17,38,38,2,50000
17,25,16,1,70000
17,25,15,2,40000
17,38,39,2,35000
17,25,44,1,155001
17,25,21,2,139999
17,25,7,2,110000
17,25,46,1,95000
17,25,17,1,80000
17,38,40,2,70000
17,25,16,2,105000
17,25,38,2,115000
17,38,41,2,55000
17,25,29,2,185000
17,25,8,2,95000
17,25,47,1,100000
17,25,45,1,129999
17,25,22,2,120001
17,38,42,2,45000
17,25,18,1,125001
17,25,9,2,60000
17,25,39,2,95001
17,25,19,1,35000
17,25,46,1,105001
17,25,23,2,114999
17,25,48,1,130000
17,38,5,2,124999
17,25,10,2,100000
17,25,1,1,500000
17,38,31,1,330000
17,25,40,2,99999
17,25,47,1,65000
17,25,49,1,85001
17,25,20,1,155000
17,25,24,2,120000
17,38,6,2,125000
17,25,11,2,135000
17,25,21,1,69999
17,25,41,2,140001
17,25,48,1,139999
17,25,25,2,80001
17,25,50,1,114999
17,25,1,1,315000
17,38,33,1,110000
17,25,30,2,385000
17,25,42,2,74999
17,38,7,2,105001
17,25,22,1,110000
17,25,12,2,120001
17,25,49,1,105001
17,25,51,1,120000
17,25,26,2,174999
17,25,14,2,84999
17,25,23,1,120001
17,38,8,2,139999
17,38,34,1,195000
17,25,43,2,195000
17,25,50,1,154999
17,25,13,2,169999
17,25,24,1,59999
17,25,27,2,130001
15,25,55,2,7675000
17,25,44,2,100000
17,25,31,2,305000
17,38,35,1,120000
17,25,45,2,25000
17,25,28,2,80000
17,25,51,1,135001
17,25,15,2,220000
17,25,2,1,585000
17,25,46,2,70000
17,38,36,1,100000
17,25,44,1,185001
17,25,47,2,75000
17,25,2,1,530000
17,25,3,1,130000
17,38,37,1,105000
17,38,38,1,70000
17,25,45,1,169999
17,25,3,1,125001
17,38,39,1,75001
17,25,4,2,9999
17,25,48,2,210000
17,25,46,1,80000
17,25,4,2,15001
17,38,9,1,65000
17,25,47,1,70000
17,25,54,1,190000
17,38,40,1,165000
17,38,10,1,80001
17,25,48,1,80000
17,38,41,1,69999
17,25,4,1,405004
17,25,56,2,639999
17,25,49,1,80000
17,38,11,1,119999
17,25,55,1,190000
17,38,12,1,45000
17,25,50,1,105000
17,25,4,1,484999
17,25,18,2,1320001
17,25,51,1,185000
17,25,16,2,865001
16,25,40,2,4035001
17,38,13,1,270000
17,25,56,1,330000
18,25,54,1,160000
18,38,11,2,125000
17,25,5,1,484996
18,25,19,2,220000
17,25,30,2,1129999
18,25,30,2,260000
18,25,6,1,95000
18,25,55,1,165001
18,38,14,1,245003
18,25,54,1,100000
18,25,7,1,60001
17,25,49,2,870000
18,25,17,2,339999
18,25,5,2,135000
18,25,8,1,69999
18,38,15,1,109997
18,25,5,1,535000
18,25,6,2,100000
18,25,20,2,295000
18,25,9,1,100003
17,25,10,1,1150000
17,25,10,1,795001
18,25,7,2,65000
18,25,31,2,305000
18,38,16,1,150000
18,25,6,1,145000
18,25,4,2,15000
18,25,10,1,79997
18,25,8,2,75001
16,25,23,1,6795000
18,25,7,1,65000
18,38,17,1,85000
18,25,11,1,75001
18,25,32,2,115000
18,25,11,1,169999
18,25,9,2,80000
18,25,8,1,75001
18,25,12,1,69999
18,25,21,2,239999
18,25,41,2,730000
18,25,4,2,4999
18,38,18,1,115000
18,25,56,1,10001
18,25,12,1,90001
18,25,9,1,60000
18,25,10,2,95000
18,25,22,2,75001
18,38,19,1,55000
18,25,13,1,100000
18,25,10,1,54999
18,25,13,1,80000
18,38,20,1,50001
18,38,38,2,545001
18,25,33,2,210000
18,38,39,2,40000
18,25,14,1,70000
18,25,14,1,95001
18,25,11,1,100000
18,38,21,1,75000
18,25,34,2,60000
18,25,51,2,335000
18,25,15,1,54999
18,38,40,2,60000
18,25,15,1,69999
18,25,23,2,189999
18,25,12,1,80000
18,25,42,1,64999
18,25,42,1,10000
18,38,41,2,44999
18,38,22,1,114999
18,38,42,2,35000
18,25,13,1,65001
18,25,16,1,110000
18,25,24,2,135000
18,25,17,1,45001
18,25,14,1,75000
16,25,16,1,5815000
18,25,16,1,90000
18,38,23,1,145001
18,25,52,2,240000
18,25,25,2,80000
18,25,15,1,95000
18,25,17,1,65001
18,38,24,1,80000
18,25,18,1,154999
18,25,16,1,330000
18,25,26,2,105000
18,25,16,1,84999
18,25,19,1,40000
18,38,25,1,94999
18,25,17,1,75000
18,25,53,2,170000
18,25,17,1,75000
18,25,27,2,85000
18,25,42,2,694999
18,25,20,1,100000
18,38,26,1,80001
18,25,18,1,100000
18,25,19,1,35000
18,25,28,2,115000
18,25,38,2,109999
18,25,21,1,85000
18,25,18,1,160000
18,25,44,1,45001
18,25,39,2,65000
18,38,27,1,134999
18,25,19,1,45000
18,25,22,1,85000
18,25,20,1,110000
18,25,40,2,90001
18,25,21,1,70000
18,38,28,1,125001
18,25,1,2,1330000
18,25,41,2,74999
18,25,20,1,150000
18,25,22,1,90000
18,25,42,2,50000
18,38,29,1,105000
18,25,21,1,120000
18,25,4,2,14999
18,25,43,2,150000
18,25,44,2,90001
18,25,4,2,15000
18,25,45,2,64999
18,25,4,2,5000
18,25,46,2,50000
18,25,47,2,110001
18,38,27,1,35000
18,38,31,1,489999
17,25,18,2,4465000
18,25,1,2,730000
18,25,19,2,55001
18,25,1,2,779999
18,38,33,1,90000
18,25,48,2,384999
18,25,22,2,50001
18,25,5,2,115000
18,25,23,2,39999
18,25,49,2,105001
18,25,6,2,90001
18,38,34,1,195001
18,25,50,2,69999
16,25,42,1,7965000
18,25,42,1,850000
18,25,7,2,99999
18,38,35,1,89999
18,25,51,2,120001
18,38,36,1,110000
18,25,8,2,115001
18,25,9,2,24999
18,25,52,2,95000
18,25,10,2,50000
18,38,37,1,90000
18,38,1,1,1265000
18,25,53,2,124999
18,25,54,2,40000
18,25,11,2,140000
18,38,11,2,150000
18,38,2,1,95000
18,25,43,1,395000
18,25,55,2,120001
18,25,12,2,115000
18,38,40,1,109999
18,25,56,2,44999
18,38,41,1,30000
18,25,5,2,115000
18,38,3,1,165000
18,25,44,1,150000
19,25,6,2,55000
16,25,38,1,9055001
19,38,4,1,85001
19,25,7,2,65000
18,25,22,2,645000
19,25,22,2,15000
19,25,23,2,10000
19,25,5,2,95001
19,25,45,1,165001
19,25,24,2,20001
19,25,25,2,9999
19,25,8,2,75004
19,25,4,2,10000
19,25,9,2,34996
19,25,45,2,15000
19,25,6,2,79999
19,25,48,2,15000
19,25,46,1,104999
19,25,49,2,10001
19,38,5,1,195000
19,25,7,2,45000
19,25,50,2,14999
19,25,10,2,80001
19,25,51,2,20000
19,25,47,1,45000
19,25,52,2,15000
18,25,1,2,510000
19,25,8,2,75000
19,25,9,2,35000
19,25,11,2,105000
19,25,48,1,95000
19,38,6,1,155000
19,25,31,2,225000
19,25,49,1,80000
19,25,10,2,105000
19,38,7,1,84999
19,25,12,2,119999
19,25,50,1,100001
19,25,32,2,155001
19,25,11,2,140001
19,25,33,2,94999
18,25,1,2,865000
19,25,51,1,129999
19,25,34,2,55000
19,25,13,2,255000
19,25,54,1,110000
19,38,11,2,150000
19,25,54,1,20000
19,25,55,1,10000
19,25,10,1,705000
19,25,5,2,105000
19,25,14,2,605000
19,25,6,2,75000
19,25,15,2,30001
19,25,38,2,185000
19,25,7,2,35000
19,38,11,2,95000
19,25,8,2,80000
19,25,11,1,235000
19,25,39,1,1444999
19,25,16,2,99999
19,25,39,2,99999
19,25,9,2,60000
17,25,42,1,7415000
19,25,5,2,90001
19,25,40,1,125000
19,25,40,2,120000
19,25,6,2,40000
19,25,17,2,145000
19,25,10,2,105000
19,25,56,1,490001
19,25,7,2,49999
19,25,41,2,65000
19,25,18,2,95000
19,25,8,2,70000
19,25,11,2,115001
19,25,9,2,15001
19,25,42,2,85000
